carat,depth,table,x,y,z,cut_code,color_code,clarity_code,price
0.4,60.6,65.0,4.74,4.71,2.86,1,5,2,1110
0.4,62.9,55.0,4.71,4.74,2.97,2,4,6,1111
0.4,61.9,59.0,4.71,4.75,2.93,2,4,6,1111
0.4,62.3,60.0,4.65,4.69,2.91,2,4,6,1111
0.52,61.7,58.0,5.12,5.16,3.17,3,4,1,1111
0.52,63.1,57.0,5.09,5.14,3.23,1,2,2,1111
0.52,62.6,55.0,5.12,5.16,3.22,2,2,2,1111
0.4,62.8,56.0,4.68,4.72,2.95,4,6,5,1111
0.54,62.7,57.0,5.2,5.23,3.27,4,5,1,1111
0.7,63.9,62.0,5.62,5.57,3.58,1,1,0,1111
0.52,60.7,56.0,5.17,5.21,3.15,2,5,1,1112
0.52,62.0,59.0,5.18,5.15,3.2,3,4,2,1112
0.54,63.9,54.0,5.18,5.12,3.29,1,5,1,1112
0.38,60.1,56.0,4.72,4.69,2.83,4,5,3,1112
0.3,62.2,57.0,4.35,4.3,2.69,4,6,6,1112
0.38,61.7,55.0,4.68,4.66,2.88,4,5,3,1112
0.38,60.5,62.0,4.74,4.65,2.84,3,5,3,1112
0.38,60.5,58.0,4.7,4.66,2.83,3,5,3,1112
0.38,60.3,58.0,4.72,4.67,2.83,3,5,3,1112
0.38,59.2,60.0,4.77,4.73,2.81,3,5,3,1112
0.38,62.2,59.0,4.67,4.63,2.89,3,5,3,1112
0.38,61.8,58.0,4.64,4.61,2.86,3,5,3,1112
0.38,62.2,55.0,4.67,4.63,2.89,4,5,4,1112
0.57,62.5,54.0,5.32,5.34,3.33,4,0,3,1113
0.53,62.3,53.0,5.21,5.25,3.26,4,3,1,1113
0.57,61.6,54.0,5.36,5.38,3.31,4,1,2,1113
0.46,64.4,60.0,4.88,4.9,3.15,1,4,4,1113
0.43,60.8,59.0,4.91,4.86,2.97,3,3,3,1113
0.53,62.5,60.0,5.18,5.16,3.23,3,2,1,1113
0.43,62.3,58.0,4.81,4.75,2.98,3,2,4,1113
0.43,60.0,59.0,4.98,4.86,2.95,3,2,4,1113
0.43,61.3,58.0,4.86,4.83,2.97,3,3,3,1113
0.43,61.1,58.0,4.88,4.84,2.97,3,3,3,1113
0.43,61.2,58.0,4.9,4.84,2.98,3,3,3,1113
0.43,59.1,60.0,4.93,4.88,2.9,3,3,3,1113
0.43,62.9,59.0,4.83,4.78,3.02,3,3,3,1113
0.43,62.3,58.0,4.85,4.81,3.01,3,3,3,1113
0.43,61.1,59.0,4.86,4.83,2.96,3,3,3,1113
0.53,62.9,58.0,5.16,5.18,3.25,2,0,3,1114
0.54,61.4,56.0,5.25,5.27,3.23,4,1,2,1114
0.54,61.7,56.0,5.25,5.29,3.25,4,1,2,1114
0.3,62.1,55.0,4.32,4.31,2.68,4,4,6,1114
0.3,62.4,56.0,4.31,4.28,2.68,4,4,6,1114
0.3,62.0,59.0,4.28,4.24,2.64,3,4,6,1114
0.33,60.3,58.0,4.49,4.47,2.7,3,5,5,1114
0.33,61.5,55.0,4.47,4.44,2.74,4,4,7,1114
0.3,61.8,59.0,4.29,4.26,2.64,3,4,6,1114
0.36,61.6,57.0,4.59,4.56,2.82,4,6,5,1114
0.33,61.7,57.0,4.44,4.41,2.73,4,5,5,1114
0.33,61.2,57.0,4.47,4.45,2.73,4,5,5,1114
0.3,61.9,57.0,4.33,4.3,2.67,4,4,6,1114
0.33,62.1,55.0,4.44,4.41,2.75,4,2,7,1114
0.33,61.9,55.0,4.44,4.42,2.74,4,2,7,1114
0.33,60.3,59.0,4.49,4.47,2.7,3,2,7,1114
0.33,62.0,58.0,4.42,4.39,2.73,3,2,7,1114
0.33,61.8,60.0,4.44,4.4,2.73,3,2,7,1114
0.33,60.9,60.0,4.5,4.46,2.73,3,3,6,1114
0.33,61.7,54.0,4.48,4.47,2.76,4,3,6,1114
0.33,60.9,58.0,4.47,4.43,2.71,3,3,6,1114
0.33,60.4,59.0,4.47,4.44,2.69,3,3,6,1114
0.33,61.5,56.0,4.46,4.45,2.74,4,3,6,1114
0.33,61.7,56.0,4.47,4.45,2.75,4,3,6,1114
0.33,62.0,56.0,4.48,4.45,2.77,4,3,6,1114
0.33,62.0,56.0,4.48,4.45,2.77,4,3,6,1114
0.33,62.2,57.0,4.46,4.41,2.76,4,3,6,1114
0.33,61.2,60.0,4.44,4.42,2.71,3,3,6,1114
0.33,61.8,55.0,4.45,4.42,2.74,4,3,6,1114
0.33,60.8,56.0,4.46,4.42,2.7,4,3,6,1114
0.33,62.3,55.0,4.46,4.43,2.77,4,3,6,1114
0.33,61.9,59.0,4.41,4.38,2.72,3,3,6,1114
0.33,62.8,59.0,4.44,4.38,2.77,3,3,6,1114
0.33,61.4,60.0,4.44,4.39,2.71,3,3,6,1114
0.33,62.1,58.0,4.43,4.4,2.74,3,3,6,1114
0.5,59.8,66.0,5.18,5.09,3.07,0,5,1,1114
0.54,61.4,66.0,5.24,5.18,3.2,0,4,2,1114
0.5,65.1,58.0,5.04,4.94,3.25,0,5,2,1114
0.32,60.9,57.0,4.48,4.45,2.72,4,6,4,1114
0.41,61.9,55.0,4.78,4.79,2.96,4,4,5,1115
0.41,60.1,59.0,4.79,4.82,2.89,3,4,5,1115
0.41,60.3,58.0,4.79,4.83,2.9,2,4,5,1115
0.41,61.9,55.0,4.74,4.79,2.95,4,4,5,1115
0.41,60.1,57.0,4.83,4.85,2.91,4,4,5,1115
0.41,60.4,58.0,4.8,4.84,2.91,3,4,5,1115
0.41,61.7,57.0,4.73,4.8,2.94,4,4,5,1115
0.41,61.0,59.0,4.77,4.83,2.93,3,4,5,1115
0.41,61.0,56.0,4.78,4.82,2.93,4,4,5,1115
0.41,62.6,55.0,4.73,4.76,2.97,4,4,5,1115
0.41,61.0,59.0,4.79,4.82,2.93,3,4,5,1115
0.41,62.9,54.0,4.7,4.74,2.97,2,4,5,1115
0.41,60.6,57.0,4.81,4.86,2.93,4,4,5,1115
0.41,61.4,56.0,4.76,4.81,2.94,4,4,5,1115
0.41,60.1,58.0,4.79,4.83,2.89,3,4,5,1115
0.41,61.2,56.0,4.78,4.8,2.93,4,4,5,1115
0.41,62.3,56.0,4.73,4.77,2.96,4,4,5,1115
0.41,62.5,56.0,4.72,4.75,2.96,4,4,5,1115
0.41,61.7,56.0,4.78,4.81,2.96,4,4,5,1115
0.41,60.6,58.0,4.79,4.84,2.92,3,4,5,1115
0.41,62.4,58.0,4.7,4.76,2.95,3,4,5,1115
0.41,60.4,55.0,4.85,4.89,2.94,4,5,4,1115
0.41,62.7,54.0,4.79,4.78,3.0,4,2,6,1115
0.41,60.4,58.0,4.85,4.79,2.91,3,2,6,1115
0.41,61.4,60.0,4.78,4.73,2.92,3,2,6,1115
0.41,62.2,57.0,4.78,4.74,2.96,4,2,6,1115
0.41,61.4,56.0,4.8,4.77,2.94,4,2,6,1115
0.7,59.2,61.0,5.76,5.7,3.39,3,3,0,1115
0.7,63.1,56.0,5.6,5.51,3.51,2,3,0,1115
0.7,64.6,59.0,5.64,5.48,3.6,0,3,0,1115
0.51,60.6,59.0,5.17,5.13,3.12,3,2,2,1116
0.41,62.2,57.0,4.76,4.79,2.97,2,5,5,1116
0.4,63.7,58.0,4.65,4.68,2.97,2,4,6,1116
0.49,62.5,57.0,4.99,5.02,3.13,2,4,2,1116
0.51,61.9,56.0,5.13,5.12,3.17,3,2,2,1116
0.51,63.6,57.0,5.09,5.04,3.22,1,2,2,1116
0.38,61.3,56.0,4.68,4.72,2.88,4,4,4,1116
0.35,62.2,56.0,4.53,4.51,2.81,4,5,6,1116
0.35,61.1,56.0,4.59,4.54,2.79,4,3,7,1116
0.35,62.0,56.0,4.58,4.51,2.82,4,5,6,1116
0.35,60.7,57.0,4.57,4.53,2.76,4,5,6,1116
0.35,60.7,59.0,4.58,4.55,2.77,3,5,6,1116
0.35,61.0,58.0,4.56,4.52,2.77,3,5,6,1116
0.46,61.3,56.0,5.02,4.96,3.06,4,5,1,1116
0.35,59.1,59.0,4.62,4.59,2.72,3,3,7,1116
0.35,61.4,55.0,4.59,4.56,2.81,4,3,7,1116
0.35,60.6,60.0,4.57,4.54,2.76,3,3,7,1116
0.35,61.8,55.0,4.56,4.54,2.81,4,3,7,1116
0.35,62.3,55.0,4.52,4.5,2.81,4,3,7,1116
0.35,62.2,58.0,4.52,4.45,2.79,3,3,7,1116
0.62,59.9,65.0,5.58,5.5,3.32,1,0,2,1116
0.32,61.1,56.0,4.46,4.45,2.72,4,2,7,1116
0.32,60.7,58.0,4.47,4.46,2.71,3,2,7,1116
0.47,61.0,59.0,5.03,5.0,3.06,3,3,3,1116
0.31,62.2,56.0,4.31,4.28,2.67,3,5,5,1116
0.39,58.2,62.0,4.77,4.82,2.79,2,4,5,1117
0.58,63.3,58.0,5.26,5.29,3.34,2,3,1,1117
0.38,61.0,57.0,4.69,4.72,2.87,4,4,5,1117
0.38,63.4,55.0,4.67,4.63,2.95,2,6,3,1117
0.38,58.8,61.0,4.74,4.71,2.78,3,6,3,1117
0.38,60.2,58.0,4.73,4.71,2.84,3,4,4,1117
0.38,61.5,62.0,4.63,4.6,2.84,3,6,3,1117
0.38,58.8,61.0,4.77,4.72,2.79,3,6,3,1117
0.38,58.7,61.0,4.77,4.74,2.79,3,6,3,1117
0.55,62.1,56.0,5.25,5.22,3.25,4,3,1,1117
0.38,60.6,57.0,4.73,4.7,2.85,4,2,4,1117
0.43,61.5,56.0,4.87,4.89,3.0,4,3,6,1118
0.5,60.5,56.0,5.17,5.19,3.14,4,4,1,1118
0.38,60.6,59.0,4.65,4.62,2.81,3,5,6,1119
0.36,59.0,59.0,4.66,4.69,2.76,2,6,6,1119
0.44,60.1,58.0,4.92,4.96,2.97,3,2,6,1119
0.51,63.7,56.0,5.07,5.1,3.24,1,2,2,1119
0.51,63.4,57.0,5.06,5.09,3.22,1,2,2,1119
0.56,61.8,58.0,5.27,5.31,3.27,4,0,2,1119
0.5,62.3,56.0,5.14,5.09,3.19,4,2,1,1119
0.52,63.7,56.0,5.12,5.15,3.27,1,5,1,1120
0.52,61.8,54.0,5.15,5.18,3.19,2,5,1,1120
0.52,62.9,56.0,5.12,5.15,3.23,2,5,1,1120
0.43,60.6,57.0,4.88,4.94,2.97,4,1,6,1120
0.38,61.5,56.0,4.68,4.71,2.88,4,4,6,1120
0.3,60.9,56.0,4.31,4.33,2.63,4,5,7,1120
0.4,59.7,62.0,4.75,4.8,2.85,1,3,7,1120
0.5,62.3,64.0,5.1,5.02,3.15,1,3,1,1121
0.5,62.6,58.0,5.09,5.03,3.17,3,3,1,1121
0.41,61.1,55.0,4.79,4.83,2.94,4,3,4,1121
0.57,62.0,57.0,5.3,5.35,3.3,4,2,1,1121
0.51,61.9,55.0,5.12,5.14,3.17,4,3,1,1121
0.52,61.5,55.0,5.17,5.2,3.19,4,4,1,1121
0.52,61.3,55.0,5.18,5.2,3.18,4,4,1,1121
0.52,59.2,60.0,5.29,5.21,3.11,3,3,1,1121
0.39,60.9,60.0,4.71,4.68,2.86,3,5,3,1121
0.41,61.4,58.0,4.76,4.78,2.93,2,4,6,1122
0.5,60.0,54.0,5.13,5.2,3.1,2,4,2,1122
0.51,63.4,56.0,5.03,5.1,3.21,2,3,2,1122
0.53,63.8,57.0,5.12,5.1,3.26,1,0,3,1122
0.53,63.3,56.0,5.18,5.12,3.26,2,0,3,1122
0.53,60.9,59.0,5.27,5.2,3.19,3,0,3,1122
0.51,62.5,57.0,5.1,5.07,3.18,4,1,2,1122
0.31,62.3,57.0,4.34,4.3,2.69,4,4,7,1122
0.31,60.8,59.0,4.39,4.36,2.66,3,4,7,1122
0.31,61.6,58.0,4.37,4.33,2.68,3,4,7,1122
0.5,62.4,69.0,5.07,4.99,3.14,0,2,3,1122
0.41,61.8,56.0,4.78,4.73,2.94,4,6,2,1122
0.31,62.2,56.0,4.34,4.31,2.69,4,4,7,1122
0.34,61.5,59.0,4.5,4.47,2.76,3,3,6,1122
0.39,60.2,56.0,4.79,4.78,2.88,4,5,4,1123
0.5,58.9,60.0,5.2,5.23,3.07,2,6,1,1123
0.4,62.3,58.0,4.66,4.72,2.92,3,3,6,1123
0.4,59.9,57.0,4.77,4.82,2.87,4,6,4,1123
0.4,62.4,57.0,4.74,4.78,2.97,4,3,6,1123
0.4,61.7,58.0,4.69,4.71,2.9,2,3,6,1123
0.4,62.1,58.0,4.7,4.73,2.93,3,6,4,1123
0.4,60.9,57.0,4.76,4.8,2.91,2,3,6,1123
0.4,62.9,56.0,4.67,4.71,2.95,2,6,4,1123
0.4,60.9,58.0,4.78,4.81,2.92,3,6,4,1123
0.4,62.5,60.0,4.66,4.72,2.93,3,6,4,1123
0.4,61.5,58.0,4.69,4.74,2.9,3,3,6,1123
0.4,61.6,57.0,4.75,4.76,2.93,4,3,6,1123
0.4,61.4,55.0,4.72,4.76,2.91,4,3,6,1123
0.4,61.2,56.0,4.75,4.79,2.92,4,3,6,1123
0.4,59.2,59.0,4.79,4.81,2.84,3,6,4,1123
0.41,61.0,55.0,4.8,4.82,2.93,4,3,6,1123
0.41,61.5,57.0,4.79,4.82,2.95,4,3,6,1123
0.39,61.7,59.0,4.69,4.64,2.88,3,6,4,1123
0.53,62.4,58.0,5.15,5.24,3.24,2,0,3,1124
0.44,61.1,57.0,4.87,4.92,2.99,4,2,6,1124
0.39,62.2,54.0,4.71,4.74,2.94,4,4,6,1124
0.39,62.3,55.0,4.67,4.7,2.92,4,4,6,1124
0.39,61.8,55.0,4.69,4.73,2.91,4,4,6,1124
0.39,61.7,55.0,4.69,4.71,2.9,4,4,6,1124
0.39,62.1,55.0,4.69,4.71,2.92,4,4,6,1124
0.37,60.4,58.0,4.66,4.61,2.8,3,5,4,1124
0.37,61.2,56.0,4.67,4.64,2.85,4,5,4,1124
0.37,61.6,56.0,4.63,4.59,2.84,4,6,3,1124
0.37,61.3,56.0,4.64,4.6,2.83,4,6,3,1124
0.37,61.0,56.0,4.7,4.65,2.85,4,6,3,1124
0.37,61.0,59.0,4.63,4.59,2.81,3,6,3,1124
0.5,63.7,61.0,5.02,4.99,3.19,1,4,2,1125
0.5,62.9,63.0,4.99,4.93,3.12,2,4,1,1125
0.5,59.6,61.0,5.15,5.12,3.06,3,4,2,1125
0.51,62.9,56.0,5.08,5.06,3.19,3,2,1,1125
0.6,62.2,54.0,5.4,5.44,3.37,4,1,1,1125
0.52,61.9,55.0,5.17,5.23,3.22,4,1,1,1125
0.64,60.8,56.0,5.57,5.61,3.4,4,2,1,1125
0.38,62.0,54.0,4.66,4.7,2.9,4,3,7,1125
0.3,61.4,55.0,4.36,4.34,2.67,4,5,5,1125
0.4,60.1,58.0,4.76,4.72,2.85,3,5,4,1125
0.4,60.8,55.0,4.82,4.79,2.92,4,2,5,1125
0.4,60.9,58.0,4.79,4.74,2.9,3,2,5,1125
0.4,60.6,60.0,4.79,4.75,2.89,3,2,5,1125
0.33,62.3,59.0,4.39,4.44,2.75,3,3,2,492
0.33,62.1,58.0,4.4,4.43,2.74,3,6,1,492
0.33,61.6,57.0,4.42,4.45,2.73,2,3,2,492
0.33,61.1,57.0,4.47,4.5,2.74,4,6,1,492
0.33,62.9,56.0,4.41,4.43,2.78,2,6,1,492
0.33,59.8,58.0,4.52,4.54,2.71,2,3,2,492
0.33,61.3,56.0,4.46,4.51,2.75,4,3,2,492
0.33,60.7,56.0,4.43,4.46,2.7,2,6,1,492
0.33,61.1,59.0,4.42,4.45,2.71,2,3,2,492
0.33,62.0,57.0,4.45,4.46,2.76,4,6,1,492
0.37,61.6,56.0,4.61,4.65,2.85,2,5,1,493
0.23,61.8,55.0,3.93,3.96,2.43,4,4,3,493
0.23,61.9,56.0,3.94,3.96,2.44,4,4,4,493
0.31,61.8,55.0,4.38,4.42,2.72,4,3,2,493
0.31,61.6,57.0,4.32,4.35,2.67,4,3,2,493
0.31,61.9,55.0,4.38,4.41,2.72,4,3,2,493
0.31,61.2,56.0,4.37,4.39,2.68,4,3,2,493
0.31,62.1,54.0,4.34,4.36,2.7,4,3,2,493
0.35,61.2,55.0,4.56,4.57,2.79,2,4,1,494
0.32,62.3,54.0,4.41,4.43,2.75,4,0,6,494
0.32,60.8,56.0,4.47,4.48,2.72,4,0,6,494
0.3,62.2,56.0,4.25,4.3,2.66,4,1,5,495
0.3,62.5,54.0,4.27,4.31,2.68,4,1,5,495
0.34,61.1,55.0,4.51,4.55,2.77,4,1,3,495
0.34,61.5,55.0,4.53,4.55,2.79,4,1,3,495
0.3,62.2,54.0,4.29,4.33,2.68,4,3,3,495
0.3,60.3,57.0,4.39,4.36,2.64,4,5,0,495
0.29,62.1,57.0,4.2,4.24,2.62,2,5,4,496
0.27,61.9,55.0,4.14,4.16,2.57,4,2,5,496
0.3,61.9,55.0,4.28,4.31,2.66,4,2,3,496
0.4,62.1,57.0,4.74,4.69,2.93,4,2,5,1125
0.4,63.2,55.0,4.73,4.7,2.98,2,2,5,1125
0.4,62.2,56.0,4.75,4.7,2.94,4,2,5,1125
0.4,62.3,57.0,4.73,4.71,2.94,4,2,5,1125
0.4,62.4,57.0,4.73,4.69,2.94,4,2,5,1125
0.4,62.8,56.0,4.7,4.67,2.94,4,3,4,1125
0.4,62.2,56.0,4.74,4.72,2.94,4,3,4,1125
0.4,62.4,57.0,4.74,4.72,2.95,4,3,4,1125
0.4,61.3,55.0,4.78,4.75,2.92,4,3,4,1125
0.4,60.3,59.0,4.8,4.76,2.88,3,3,4,1125
0.4,60.7,58.0,4.81,4.78,2.91,3,3,4,1125
0.4,61.3,60.0,4.71,4.66,2.87,3,3,4,1125
0.4,61.6,56.0,4.78,4.73,2.93,4,5,4,1125
0.4,61.2,57.0,4.77,4.74,2.91,4,5,4,1125
0.4,61.8,56.0,4.77,4.74,2.94,3,5,4,1125
0.4,62.0,54.0,4.77,4.74,2.95,4,5,4,1125
0.4,60.4,59.0,4.81,4.76,2.89,3,5,4,1125
0.4,60.3,58.0,4.82,4.8,2.9,3,5,4,1125
0.4,62.8,59.0,4.67,4.63,2.92,3,5,4,1125
0.4,62.6,56.0,4.72,4.67,2.94,4,5,4,1125
0.4,62.5,58.0,4.72,4.69,2.94,3,5,4,1125
0.4,62.3,56.0,4.73,4.71,2.94,4,5,4,1125
0.4,62.4,54.0,4.75,4.71,2.95,3,5,4,1125
0.4,60.5,61.0,4.74,4.72,2.86,3,5,4,1125
0.4,61.2,59.0,4.76,4.72,2.9,3,5,4,1125
0.4,61.8,55.0,4.76,4.72,2.93,3,5,4,1125
0.4,62.2,55.0,4.76,4.72,2.95,4,5,4,1125
0.4,61.7,55.0,4.76,4.73,2.93,4,5,4,1125
0.5,59.9,60.0,5.22,5.16,3.11,3,4,1,1125
0.4,60.5,57.0,4.8,4.76,2.89,4,6,3,1125
0.61,58.1,63.0,5.62,5.6,3.26,2,0,1,1125
0.5,60.7,58.0,5.13,5.11,3.11,3,0,2,1125
0.36,61.0,56.0,4.57,4.61,2.8,4,6,5,1126
0.42,61.6,56.0,4.84,4.87,2.99,4,2,7,1126
0.39,59.5,58.0,4.77,4.74,2.83,3,5,5,1126
0.5,61.0,57.0,5.13,5.15,3.13,4,3,1,1127
0.53,61.6,56.6,5.19,5.21,3.21,4,1,2,1127
0.45,64.1,58.8,4.79,4.86,3.09,1,3,4,1127
0.53,63.0,60.0,5.11,5.14,3.23,1,5,1,1127
0.39,57.1,61.0,4.83,4.88,2.77,0,3,7,1127
0.56,61.0,57.0,5.34,5.32,3.25,4,3,1,1127
0.5,61.4,63.0,5.06,5.1,3.12,2,5,2,1128
0.4,61.7,57.0,4.72,4.75,2.92,4,4,6,1128
0.4,61.5,56.0,4.73,4.77,2.92,4,4,6,1128
0.4,62.0,61.0,4.7,4.72,2.92,2,6,5,1128
0.51,61.8,65.0,5.07,5.02,3.12,1,2,3,1128
0.51,61.3,61.0,5.13,5.15,3.15,4,5,1,1128
0.54,63.0,57.0,5.17,5.21,3.27,2,0,3,1129
0.45,61.8,58.0,4.9,4.94,3.04,2,5,3,1129
0.39,61.1,59.0,4.68,4.74,2.88,3,5,5,1129
0.33,61.8,58.0,4.4,4.43,2.73,3,6,6,1129
0.33,61.9,57.0,4.41,4.45,2.74,4,5,7,1129
0.33,60.8,58.0,4.46,4.49,2.72,3,5,7,1129
0.39,61.4,54.0,4.7,4.73,2.9,4,4,6,1129
0.51,61.5,55.0,5.16,5.18,3.18,4,3,1,1129
0.51,63.6,54.0,5.08,5.05,3.22,1,3,1,1129
0.43,62.0,55.0,4.85,4.83,3.0,4,1,7,1129
0.43,61.2,58.0,4.88,4.83,2.97,3,1,7,1129
0.43,61.9,55.0,4.86,4.84,3.0,4,3,5,1129
0.43,60.9,57.0,4.9,4.85,2.97,4,3,5,1129
0.43,60.1,57.0,4.91,4.88,2.94,4,3,5,1129
0.43,62.3,60.0,4.85,4.78,3.0,3,3,5,1129
0.43,62.2,55.0,4.84,4.81,3.0,3,3,5,1129
0.43,61.4,55.0,4.88,4.83,2.98,4,3,5,1129
0.43,62.5,58.0,4.85,4.78,3.01,3,4,4,1129
0.43,61.0,57.0,4.89,4.84,2.97,3,4,4,1129
0.43,59.9,58.0,4.93,4.89,2.94,3,4,4,1129
0.43,62.2,61.0,4.83,4.75,2.98,3,4,4,1129
0.43,60.7,58.0,4.88,4.84,2.95,3,6,3,1129
0.43,60.7,57.0,4.91,4.88,2.97,4,6,3,1129
0.43,60.2,59.0,4.92,4.88,2.95,3,6,3,1129
0.43,61.8,56.0,4.83,4.81,2.98,4,6,3,1129
0.43,62.0,55.0,4.86,4.81,3.0,4,6,3,1129
0.3,62.1,59.0,4.27,4.29,2.66,3,6,7,1130
0.51,63.3,56.0,5.08,5.12,3.23,1,5,1,1130
0.34,61.8,55.0,4.46,4.48,2.76,4,6,5,1130
0.33,61.3,56.0,4.43,4.48,2.73,4,5,6,1130
0.33,61.6,55.0,4.44,4.46,2.74,4,5,6,1130
0.5,61.9,54.0,5.12,5.16,3.18,4,1,4,1130
0.46,61.1,55.0,4.97,5.01,3.05,4,2,2,1130
0.48,60.3,60.7,5.06,5.11,3.06,1,3,3,1130
0.41,60.0,61.0,4.86,4.78,2.89,3,5,6,1130
0.42,61.6,59.0,4.83,4.84,2.98,2,4,5,1131
0.43,62.3,58.0,4.78,4.82,2.99,3,5,4,1131
0.39,60.8,55.0,4.73,4.77,2.89,2,4,7,1131
0.54,59.4,65.0,5.31,5.22,3.13,1,2,2,1131
0.36,61.0,55.0,4.6,4.62,2.81,4,5,5,1131
0.56,61.4,56.0,5.32,5.34,3.27,4,0,3,1131
0.51,62.1,54.0,5.12,5.16,3.19,4,1,3,1131
0.36,61.7,55.0,4.58,4.6,2.83,4,6,4,1131
0.3,60.7,56.0,4.35,4.38,2.65,4,4,7,1131
0.38,62.1,55.0,4.66,4.63,2.89,4,4,4,1131
0.53,59.4,60.0,5.24,5.26,3.12,3,2,2,1132
0.53,63.7,55.0,5.12,5.15,3.27,1,2,2,1132
0.53,62.5,57.0,5.11,5.17,3.21,2,4,1,1132
0.42,62.0,55.0,4.81,4.84,2.99,4,6,5,1132
0.42,61.7,57.0,4.8,4.82,2.97,4,6,5,1132
0.42,61.8,56.0,4.82,4.86,2.99,4,6,4,1132
0.42,59.6,59.0,4.9,4.96,2.94,3,6,5,1132
0.53,63.9,55.0,5.14,5.19,3.3,1,2,2,1132
0.53,60.5,60.0,5.19,5.23,3.15,2,4,1,1132
0.53,59.9,57.0,5.25,5.3,3.16,4,3,1,1132
0.58,62.2,54.0,5.35,5.39,3.34,4,1,2,1132
0.4,60.8,56.0,4.78,4.82,2.92,2,6,5,1133
0.47,62.8,56.0,4.96,4.93,3.11,2,3,2,1133
0.5,59.3,58.0,5.19,5.24,3.09,2,3,2,1133
0.5,60.9,61.0,5.06,5.15,3.11,2,2,2,1133
0.34,61.7,56.0,4.46,4.48,2.76,4,6,6,1133
0.38,62.2,54.1,4.63,4.65,2.89,4,5,4,1133
0.34,61.7,57.0,4.49,4.52,2.78,4,6,6,1133
0.34,61.5,56.0,4.47,4.5,2.76,4,6,6,1133
0.34,62.4,55.0,4.45,4.49,2.79,4,6,6,1133
0.55,60.4,58.0,5.29,5.34,3.21,4,0,3,1133
0.54,61.8,54.0,5.23,5.25,3.24,4,3,1,1133
0.54,61.8,54.0,5.24,5.28,3.25,4,3,1,1133
0.54,62.3,58.0,5.17,5.2,3.23,4,3,1,1133
0.31,61.9,56.0,4.37,4.35,2.7,4,5,7,1133
0.31,61.0,59.0,4.39,4.36,2.67,3,5,7,1133
0.41,63.1,58.0,4.75,4.72,2.99,2,5,5,1133
0.57,65.8,58.0,5.2,5.1,3.39,0,4,2,1133
0.55,58.4,61.0,5.37,5.31,3.12,3,5,1,1134
0.55,61.3,55.0,5.3,5.33,3.26,4,1,2,1134
0.55,61.7,55.0,5.29,5.31,3.27,4,1,2,1134
0.55,61.5,54.0,5.3,5.33,3.27,4,2,2,1134
0.55,64.1,54.0,5.21,5.18,3.33,1,0,3,1134
0.63,59.9,64.0,5.63,5.58,3.36,1,0,2,1134
0.58,62.0,57.0,5.35,5.29,3.3,4,3,1,1134
0.5,61.4,58.0,5.14,5.09,3.15,4,0,4,1134
0.7,56.5,57.0,5.97,5.86,3.33,1,2,0,1134
0.7,64.9,59.0,5.58,5.53,3.61,0,4,0,1134
0.5,67.1,58.0,4.94,4.89,3.3,0,2,4,1134
0.5,66.6,58.0,4.95,4.84,3.26,0,2,4,1134
0.5,65.3,58.0,4.99,4.91,3.23,0,5,2,1134
0.7,63.8,60.0,5.64,5.45,3.54,1,4,0,1134
0.43,60.8,57.0,4.9,4.87,2.97,4,5,5,1135
0.54,63.2,57.0,5.17,5.21,3.28,2,1,2,1135
0.45,61.2,56.0,4.91,4.96,3.02,4,3,5,1135
0.42,61.0,56.0,4.79,4.82,2.93,4,2,7,1135
0.4,60.2,63.0,4.74,4.8,2.87,1,6,5,1135
0.4,61.9,56.0,4.74,4.79,2.95,4,0,6,1136
0.47,61.7,57.0,4.99,5.03,3.09,4,2,3,1136
0.42,61.6,56.0,4.83,4.85,2.98,4,3,2,1136
0.5,65.5,56.0,4.9,4.99,3.24,1,5,2,1136
0.5,66.3,55.0,4.86,4.91,3.24,0,2,4,1136
0.36,62.2,55.0,4.57,4.62,2.86,4,4,7,1137
0.55,63.3,54.0,5.21,5.24,3.31,1,5,2,1138
0.5,63.0,56.0,5.07,5.02,3.18,3,3,2,1138
0.36,61.4,55.9,4.58,4.62,2.82,4,4,7,1138
0.52,61.8,58.0,5.17,5.21,3.21,1,6,1,1138
0.7,65.3,59.0,5.5,5.47,3.58,0,3,0,1138
0.5,60.2,64.0,5.11,5.04,3.05,1,3,2,1138
0.52,61.6,57.0,5.2,5.15,3.19,3,2,2,1138
0.4,63.8,57.0,4.72,4.69,3.0,1,5,4,1138
0.7,61.6,56.0,5.8,5.63,3.52,3,3,0,1138
0.7,59.7,59.0,5.76,5.57,3.39,3,3,0,1138
0.7,62.1,66.0,5.56,5.52,3.44,0,2,0,1138
0.4,62.3,55.0,4.73,4.77,2.95,2,2,6,1139
0.51,61.1,56.0,5.18,5.21,3.17,4,4,1,1139
0.46,63.0,57.0,4.93,4.79,3.06,3,4,4,1139
0.36,61.4,56.0,4.6,4.62,2.83,2,5,6,1140
0.51,63.3,56.0,5.02,5.06,3.19,2,1,3,1140
0.76,64.5,57.0,5.79,5.76,3.73,0,2,0,1140
0.31,60.7,57.0,4.41,4.39,2.67,4,4,6,1140
0.31,60.6,56.0,4.44,4.41,2.68,4,4,6,1140
0.32,61.5,56.0,4.43,4.45,2.73,4,5,6,1140
0.5,62.2,57.0,5.07,5.09,3.16,4,2,2,1140
0.5,62.4,56.0,5.07,5.09,3.17,4,2,2,1140
